0.000000000000000000e+00,2.204252958297729492e+00,6.734039306640625000e+00
1.001000963151454926e-02,2.281602859497070312e+00,6.966870784759521484e+00
2.002001926302909851e-02,2.364506721496582031e+00,7.211525917053222656e+00
3.003002889454364777e-02,2.445476531982421875e+00,7.455263137817382812e+00
4.004003852605819702e-02,2.528880357742309570e+00,7.711610794067382812e+00
5.005005002021789551e-02,2.614362239837646484e+00,7.972414016723632812e+00
6.006005778908729553e-02,2.697192192077636719e+00,8.235227584838867188e+00
7.007006555795669556e-02,2.787799596786499023e+00,8.510328292846679688e+00
8.008007705211639404e-02,2.874643087387084961e+00,8.785110473632812500e+00
9.009008854627609253e-02,2.964426517486572266e+00,9.066902160644531250e+00
1.001001000404357910e-01,3.058367729187011719e+00,9.356300354003906250e+00
1.101101040840148926e-01,3.152338504791259766e+00,9.645702362060546875e+00
1.201201155781745911e-01,3.244772434234619141e+00,9.936284065246582031e+00
1.301301270723342896e-01,3.340412139892578125e+00,1.023249721527099609e+01
1.401401311159133911e-01,3.437585830688476562e+00,1.052810001373291016e+01
1.501501500606536865e-01,3.536285400390625000e+00,1.082446193695068359e+01
1.601601541042327881e-01,3.635729789733886719e+00,1.112016010284423828e+01
1.701701581478118896e-01,3.734784364700317383e+00,1.141283416748046875e+01
1.801801770925521851e-01,3.835199117660522461e+00,1.170224189758300781e+01
1.901901811361312866e-01,3.939579963684082031e+00,1.198917293548583984e+01
2.002002000808715820e-01,4.040101051330566406e+00,1.226726055145263672e+01
2.102102041244506836e-01,4.144798755645751953e+00,1.254283714294433594e+01
2.202202081680297852e-01,4.250225067138671875e+00,1.280860519409179688e+01
2.302302271127700806e-01,4.353678226470947266e+00,1.306211090087890625e+01
2.402402311563491821e-01,4.459256649017333984e+00,1.330774116516113281e+01
2.502502501010894775e-01,4.568500995635986328e+00,1.354332351684570312e+01
2.602602541446685791e-01,4.676078796386718750e+00,1.376304340362548828e+01
2.702702581882476807e-01,4.783123970031738281e+00,1.396919727325439453e+01
2.802802622318267822e-01,4.890418529510498047e+00,1.415999412536621094e+01
2.902902662754058838e-01,5.000837802886962891e+00,1.433426094055175781e+01
3.003003001213073730e-01,5.112747669219970703e+00,1.449427032470703125e+01
3.103103041648864746e-01,5.221032142639160156e+00,1.462932014465332031e+01
3.203203082084655762e-01,5.331202507019042969e+00,1.474919795989990234e+01
3.303303122520446777e-01,5.442451477050781250e+00,1.484553813934326172e+01
3.403403162956237793e-01,5.552140235900878906e+00,1.492179965972900391e+01
3.503503501415252686e-01,5.662478923797607422e+00,1.497500419616699219e+01
3.603603541851043701e-01,5.775249481201171875e+00,1.500974464416503906e+01
3.703703582286834717e-01,5.884016036987304688e+00,1.501940059661865234e+01
3.803803622722625732e-01,5.994813919067382812e+00,1.500326347351074219e+01
3.903903663158416748e-01,6.108995437622070312e+00,1.497060966491699219e+01
4.004004001617431641e-01,6.219155788421630859e+00,1.490979194641113281e+01
4.104104042053222656e-01,6.327080726623535156e+00,1.482459449768066406e+01
4.204204082489013672e-01,6.439672470092773438e+00,1.472083282470703125e+01
4.304304122924804688e-01,6.547597408294677734e+00,1.459078216552734375e+01
4.404404163360595703e-01,6.659192085266113281e+00,1.444362449645996094e+01
4.504504203796386719e-01,6.768182754516601562e+00,1.427166271209716797e+01
4.604604542255401611e-01,6.876949310302734375e+00,1.408124637603759766e+01
4.704704582691192627e-01,6.984979629516601562e+00,1.387294673919677734e+01
4.804804623126983643e-01,7.094209671020507812e+00,1.364649009704589844e+01
4.904904663562774658e-01,7.202979564666748047e+00,1.340581130981445312e+01
5.005005002021789551e-01,7.307730197906494141e+00,1.314610099792480469e+01
5.105105042457580566e-01,7.412968158721923828e+00,1.287538337707519531e+01
5.205205082893371582e-01,7.519993782043457031e+00,1.259563064575195312e+01
5.305305123329162598e-01,7.624471187591552734e+00,1.230158615112304688e+01
5.405405163764953613e-01,7.723979949951171875e+00,1.199932193756103516e+01
5.505505204200744629e-01,7.829330444335937500e+00,1.169517040252685547e+01
5.605605244636535645e-01,7.929989337921142578e+00,1.138383483886718750e+01
5.705705285072326660e-01,8.031614303588867188e+00,1.107509231567382812e+01
5.805805325508117676e-01,8.129404067993164062e+00,1.076154613494873047e+01
5.905905961990356445e-01,8.228730201721191406e+00,1.045432281494140625e+01
6.006006002426147461e-01,8.325447082519531250e+00,1.014971256256103516e+01
6.106106042861938477e-01,8.421229362487792969e+00,9.853417396545410156e+00
6.206206083297729492e-01,8.515518188476562500e+00,9.565773963928222656e+00
6.306306123733520508e-01,8.610382080078125000e+00,9.289455413818359375e+00
6.406406164169311523e-01,8.700379371643066406e+00,9.023960113525390625e+00
